datetime,temperature(C),precipitattion(mm),windspeed(m/s),winddirection(degree),humidity(%),airpressure(hPa),irradiance(hr),radiation(MJ/m2),amountofcloud,groundtemperature(C),generation(Wh),season
4/30/2024 18:00,14.8,0,3.4,50,89,997.6,0,0.02,10,17.2,0,Spring
4/30/2024 19:00,14.6,0,1.9,70,88,998.1,0,0.01,10,16.5,0,Spring
4/30/2024 20:00,14.3,0,3.1,50,84,999.5,0,0,10,15.5,0,Spring
4/30/2024 21:00,14,0,2.4,50,84,1000.6,,,10,15.1,0,Spring
4/30/2024 22:00,13.4,0,3.2,50,84,1000.9,,,10,14.6,0,Spring
4/30/2024 23:00,13.4,,3.6,50,80,1000.8,,,10,14.2,0,Spring
5/1/2024 0:00,13.4,,3.4,320,78,1000.6,,,10,13.8,0,Spring
5/1/2024 1:00,12.9,,3.2,70,81,1000.1,,,10,13.6,0,Spring
5/1/2024 2:00,13,,3.7,50,69,999.8,,,10,12.8,0,Spring
5/1/2024 3:00,12.7,,4.6,70,68,1000.2,,,10,12.4,0,Spring
5/1/2024 4:00,12.2,,4.2,140,72,1000.8,,,10,12.1,0,Spring
5/1/2024 5:00,10.6,0.2,3.8,70,88,1001.5,,,10,11.8,0,Spring
5/1/2024 6:00,10.6,0,2.4,320,82,1002.1,0,0,10,11.9,0,Spring
5/1/2024 7:00,11.2,,2.5,320,81,1002.2,0,0.05,10,12.4,6.384,Spring
5/1/2024 8:00,12.4,,3.4,320,66,1002.2,0,0.15,10,12.7,27.36,Spring
5/1/2024 9:00,13.2,,3.1,50,65,1002.6,0,0.48,10,14.9,116.016,Spring
5/1/2024 10:00,13.9,,3.5,70,62,1002.8,0,0.86,10,16.2,130.224,Spring
5/1/2024 11:00,14.1,,3,50,60,1003.1,0,0.7,10,16,105.312,Spring
5/1/2024 12:00,14.7,,3.2,50,55,1002.9,0,1.01,10,17.5,178.608,Spring
5/1/2024 13:00,15.8,,4,90,52,1002.8,0.1,1.86,9,21.9,266.784,Spring
5/1/2024 14:00,15.5,,4.2,70,49,1002.6,0.3,2.17,8,21,226.56,Spring
5/1/2024 15:00,14.8,,4.5,70,52,1002.7,0.2,1.58,9,19.4,152.88,Spring
5/1/2024 16:00,14.8,,4.7,70,56,1003.3,0,1.38,9,18.6,101.808,Spring
5/1/2024 17:00,14,,3.8,70,57,1003.5,0.1,0.8,10,16.2,57.072,Spring
5/1/2024 18:00,14.2,,2.9,70,60,1003.9,0.4,0.74,7,16.4,21.312,Spring
5/1/2024 19:00,12.8,,3.2,70,65,1004.9,0.4,0.22,5,12.5,0,Spring
5/1/2024 20:00,12.4,,2.9,70,67,1006,0,0,6,11.4,0,Spring
5/1/2024 21:00,11.7,,1.8,20,72,1006.8,,,4,10.7,0,Spring
5/1/2024 22:00,11,,2.1,290,76,1007.6,,,0,10,0,Spring
5/1/2024 23:00,10.5,,2,290,78,1007.7,,,2,9.8,0,Spring
5/2/2024 0:00,9.5,,0.4,0,82,1007.6,,,0,9.1,0,Spring
5/2/2024 1:00,9.1,,1.5,320,87,1007.4,,,0,8.8,0,Spring
5/2/2024 2:00,8.9,,1.9,290,88,1007,,,0,8.5,0,Spring
5/2/2024 3:00,8.7,,1.2,20,88,1007.3,,,1,8.2,0,Spring
5/2/2024 4:00,8.7,,2.3,290,91,1007.3,,,0,8,0,Spring
5/2/2024 5:00,7.2,,0.6,160,93,1008.1,,,0,7.4,0,Spring
5/2/2024 6:00,7.8,,0.6,360,95,1009.3,0,0.02,0,7.4,12.72,Spring
5/2/2024 7:00,10.1,,0.7,340,88,1009.9,1,0.5,2,9.4,71.952,Spring
5/2/2024 8:00,12.5,,1.2,20,77,1009.8,1,1.15,4,12.3,138.528,Spring
5/2/2024 9:00,15.3,,1.8,140,62,1009.9,0.9,1.81,4,19.7,158.256,Spring
5/2/2024 10:00,15.7,,2,250,50,1010.1,1,2.76,5,24.3,299.184,Spring
5/2/2024 11:00,17.3,,2.3,110,49,1009.8,1,3.08,3,28,355.152,Spring
5/2/2024 12:00,17.9,,2.2,90,52,1009.1,1,3.36,7,30.9,355.296,Spring
5/2/2024 13:00,18.5,,3,90,52,1008.2,1,3.47,4,34.1,376.08,Spring
5/2/2024 14:00,18,,3.6,90,46,1007.8,1,3.45,4,33.9,345.408,Spring
5/2/2024 15:00,18.5,,2.5,70,46,1007.4,1,3.06,2,33.1,286.896,Spring
5/2/2024 16:00,18.4,,2.4,90,45,1007.2,1,2.46,1,30.8,204.48,Spring
5/2/2024 17:00,17.4,,2.4,140,47,1007.6,1,1.71,2,26.6,95.808,Spring
5/2/2024 18:00,16.2,,2.2,140,53,1008.1,1,0.96,6,21.9,13.632,Spring
5/2/2024 19:00,14.8,,1.1,180,58,1008.4,0.6,0.24,5,17,0.048,Spring
5/2/2024 20:00,13.4,,0.5,160,67,1008.7,0,0.01,6,14.4,0,Spring
5/2/2024 21:00,11.8,,0.5,90,75,1009.2,,,0,12.7,0,Spring
5/2/2024 22:00,10.8,,0,0,81,1009.3,,,0,11.6,0,Spring
5/2/2024 23:00,10.2,,0,0,84,1009.3,,,0,10.8,0,Spring
5/3/2024 0:00,9.7,,0,0,86,1009.1,,,0,10.3,0,Spring
5/3/2024 1:00,10.4,,2.5,290,85,1009,,,0,10,0,Spring
5/3/2024 2:00,9.5,,0.3,0,86,1008.6,,,0,9.5,0,Spring
5/3/2024 3:00,9.8,,1.9,290,86,1008.4,,,0,9.4,0,Spring
5/3/2024 4:00,8.8,,0.6,290,88,1008.4,,,0,8.9,0,Spring
5/3/2024 5:00,8.4,,1.1,340,92,1008.7,,,0,8.7,0,Spring
5/3/2024 6:00,8.6,,0,0,92,1008.9,0.1,0.03,0,8.8,13.584,Spring
5/3/2024 7:00,10.6,,0.9,180,86,1009.2,1,0.46,0,10.5,70.656,Spring
5/3/2024 8:00,13.9,,0.1,0,74,1009.2,1,1.21,0,13.5,164.208,Spring
5/3/2024 9:00,18.8,,0.6,70,58,1009,1,1.99,0,22,246.336,Spring
5/3/2024 10:00,20.5,,1.8,180,48,1008.9,1,2.66,0,27.3,306.864,Spring
5/3/2024 11:00,23.2,,2.1,160,41,1008.6,1,3.17,0,33.2,353.04,Spring
5/3/2024 12:00,22.2,,3,180,48,1008.3,1,3.46,0,35.7,370.608,Spring
5/3/2024 13:00,22.2,,2.9,180,41,1008,1,3.54,0,37,362.688,Spring
5/3/2024 14:00,22.2,,2.8,160,39,1007.5,1,3.45,0,34.7,334.656,Spring
5/3/2024 15:00,22.5,,1.8,160,34,1007,1,3.09,0,36.2,282.24,Spring
5/3/2024 16:00,22,,2.8,180,37,1006.8,1,2.53,0,33.7,202.656,Spring
5/3/2024 17:00,21.8,,1.5,160,33,1006.9,1,1.79,0,29.8,97.488,Spring
5/3/2024 18:00,20.8,,1.1,200,29,1007.3,1,0.99,0,24.2,15.504,Spring
5/3/2024 19:00,17.9,,0,0,34,1007.6,0.6,0.24,0,18.1,0,Spring
5/3/2024 20:00,15.3,,0.1,0,53,1008,0,0.01,0,14.9,0,Spring
5/3/2024 21:00,14.3,,0.6,180,62,1008.7,,,0,13.1,0,Spring
5/3/2024 22:00,13.2,,0.4,0,77,1009.1,,,0,12.2,0,Spring
5/3/2024 23:00,12,,0,0,82,1009,,,0,11.4,0,Spring
5/4/2024 0:00,11.1,,0.1,0,84,1009.1,,,0,10.6,0,Spring
5/4/2024 1:00,11,,0.4,0,86,1009.1,,,0,10.1,0,Spring
5/4/2024 2:00,10.4,,0,0,87,1008.9,,,0,9.5,0,Spring
5/4/2024 3:00,9.8,,0.5,20,91,1008.4,,,0,9.1,0,Spring
5/4/2024 4:00,9.6,,0.4,0,93,1008.4,,,0,8.7,0,Spring
5/4/2024 5:00,9.2,,0,0,92,1008.4,,,0,8.3,0,Spring
5/4/2024 6:00,9.5,,0.7,50,91,1008.7,0.1,0.03,0,8.6,14.688,Spring
5/4/2024 7:00,11.8,,0.4,0,86,1009.1,1,0.46,0,10.9,72.432,Spring
5/4/2024 8:00,16.3,,1.1,70,71,1008.8,1,1.28,0,17.1,166.032,Spring
5/4/2024 9:00,18.5,,1.1,180,54,1008.5,1,2.07,0,24,246.672,Spring
5/4/2024 10:00,20.9,,1.9,200,46,1008.2,1,2.73,0,30.2,308.544,Spring
5/4/2024 11:00,23.2,,2.2,160,55,1007.8,1,3.23,0,36.2,348.672,Spring
5/4/2024 12:00,23,,2.6,160,55,1007.3,1,3.48,0,39.3,364.608,Spring
5/4/2024 13:00,23.5,,2.6,160,54,1006.6,1,3.5,3,40.7,358.224,Spring
5/4/2024 14:00,23.1,,3,140,56,1006.5,1,3.38,2,40.5,330.672,Spring
5/4/2024 15:00,22.8,,2.4,160,60,1006,1,2.99,6,39.2,269.712,Spring
5/4/2024 16:00,22.4,,1.8,160,58,1005.9,1,2.39,3,35.9,196.368,Spring
5/4/2024 17:00,21.9,,2.2,160,58,1005.6,1,1.49,7,30.1,95.088,Spring
5/4/2024 18:00,22,,1.5,160,56,1005.8,1,0.94,6,25.7,19.392,Spring
5/4/2024 19:00,19.9,,1.9,180,64,1006.2,0.6,0.27,3,20.7,0.144,Spring
5/4/2024 20:00,18.1,,0.2,0,70,1006.9,0,0,0,18.1,0,Spring
5/4/2024 21:00,17.5,,0.5,180,68,1007.5,,,5,17,0,Spring
5/4/2024 22:00,16.9,,0.2,0,78,1007.5,,,6,16.8,0,Spring
5/4/2024 23:00,16.9,,0,0,79,1007.7,,,8,16.5,0,Spring
5/5/2024 0:00,16.9,,1.5,50,76,1007.8,,,7,16.1,0,Spring
5/5/2024 1:00,16.8,,0,0,81,1007.4,,,9,16.4,0,Spring
5/5/2024 2:00,17.2,,0.3,0,79,1006.8,,,9,16.7,0,Spring
5/5/2024 3:00,17.2,,0,0,76,1006.4,,,10,16.9,0,Spring
5/5/2024 4:00,17.1,0,0,0,81,1005.8,,,10,17.1,0,Spring
5/5/2024 5:00,17.5,,0.7,180,83,1005.5,,,10,17.2,0,Spring
5/5/2024 6:00,17.5,,1,180,87,1005.6,0,0.02,10,17.3,5.76,Spring
5/5/2024 7:00,18,,1.2,200,84,1005.8,0,0.14,10,18.2,7.92,Spring
5/5/2024 8:00,18.5,,0.5,180,82,1005.7,0,0.2,10,19,32.112,Spring
5/5/2024 9:00,19.5,,0.9,180,80,1005.8,0,0.38,10,20.8,58.512,Spring
5/5/2024 10:00,19.6,0,1.5,140,81,1005.9,0,0.79,10,22.5,65.472,Spring
5/5/2024 11:00,19.3,0.2,3.2,180,82,1006.1,0,0.6,10,21.9,79.824,Spring
5/5/2024 12:00,18.6,0.4,3.6,200,84,1005.5,0,0.72,10,22.4,88.704,Spring
5/5/2024 13:00,18.1,0.4,3.9,200,84,1005.3,0,0.68,10,21.2,69.168,Spring
5/5/2024 14:00,17.2,0.3,4.9,200,87,1004.8,0,0.41,10,19.1,40.944,Spring
5/5/2024 15:00,16.7,1.8,3.8,200,92,1004.1,0,0.24,10,18.6,25.152,Spring
5/5/2024 16:00,16.5,1.4,4.7,200,90,1003.3,0,0.16,10,17.8,14.208,Spring
5/5/2024 17:00,16.5,0.1,3.8,180,91,1002.8,0,0.12,10,17.6,1.824,Spring
5/5/2024 18:00,16.6,2.1,4.2,180,92,1002.6,0,0.07,10,17.3,0,Spring
5/5/2024 19:00,16.5,2.7,5.4,200,93,1002.3,0,0.01,10,17,0,Spring
5/5/2024 20:00,16.8,0.7,5.3,230,94,1002,0,0,10,17.1,0,Spring
5/5/2024 21:00,16.9,1.6,4.3,200,94,1001.6,,,10,17.2,0,Spring
5/5/2024 22:00,16.9,1.6,4.1,200,94,1001,,,10,17.2,0,Spring
5/5/2024 23:00,17,1.3,5,200,93,1000.1,,,10,17.1,0,Spring
5/6/2024 0:00,17,0.9,5.2,200,92,999.5,,,10,17,0,Spring
5/6/2024 1:00,16.7,3.8,3.8,180,95,999.1,,,10,17,0,Spring
5/6/2024 2:00,16.5,8.5,1.3,230,95,999.2,,,10,16.9,0,Spring
5/6/2024 3:00,16.6,9.3,1.3,180,97,997.8,,,10,16.9,0,Spring
5/6/2024 4:00,17,2.9,2,200,96,997.4,,,10,17.2,0,Spring
5/6/2024 5:00,17.6,5.2,4.2,180,96,997.3,,,10,17.5,0,Spring
5/6/2024 6:00,17.9,0.4,3.2,200,95,997,0,0.01,10,17.7,2.4,Spring
5/6/2024 7:00,18.4,,3.2,200,93,997,0,0.2,9,18.8,14.496,Spring
5/6/2024 8:00,18.7,,1.9,180,93,997.1,0,0.27,9,19.6,88.752,Spring
5/6/2024 9:00,21,,2.1,180,84,997,0.4,1.51,3,24.7,251.184,Spring
5/6/2024 10:00,22.7,,2.4,160,76,996.9,0.9,2.49,4,28.8,285.216,Spring
5/6/2024 11:00,23.3,,5.1,200,67,997,1,3.14,3,29,325.056,Spring
5/6/2024 12:00,24,,5.4,200,63,996.4,1,3.44,7,30.1,325.872,Spring
5/6/2024 13:00,23.9,,5.3,200,60,996.6,0.8,2.59,6,28.5,347.04,Spring
5/6/2024 14:00,24.3,,5.5,200,55,996.2,0.6,2.48,7,28.1,278.304,Spring
5/6/2024 15:00,23.5,,5.8,200,54,995.9,0.4,1.88,9,25.2,154.848,Spring
5/6/2024 16:00,22.7,,5.1,230,56,995.6,0.2,1.39,9,23.6,112.176,Spring
5/6/2024 17:00,22.2,,3.5,230,60,996,0.3,1.12,9,23.1,60.528,Spring
5/6/2024 18:00,20.5,,5.6,270,59,996.4,0.1,0.63,9,20.4,16.752,Spring
5/6/2024 19:00,19.5,,3.7,250,53,997.5,0.1,0.27,8,17.8,0.192,Spring
5/6/2024 20:00,18.7,,2.7,250,56,998.6,0,0.01,9,16.6,0,Spring
5/6/2024 21:00,18,,3.2,230,61,998.9,,,9,16.2,0,Spring
5/6/2024 22:00,17.6,,2.2,250,65,999.2,,,7,16.1,0,Spring
5/6/2024 23:00,17.2,,2.1,230,70,999.3,,,3,16,0,Spring
5/7/2024 0:00,17,,2.4,230,71,999,,,8,15.9,0,Spring
5/7/2024 1:00,16.5,,1.4,230,75,998.6,,,7,16,0,Spring
5/7/2024 2:00,16.1,,2.4,200,78,998.7,,,7,15.8,0,Spring
5/7/2024 3:00,16.1,,2.5,200,78,998.3,,,9,15.8,0,Spring
5/7/2024 4:00,16.4,,1.5,250,72,998.3,,,9,15.8,0,Spring
5/7/2024 5:00,15.6,,2.3,250,78,998.2,,,9,15.6,0,Spring
5/7/2024 6:00,15.3,,1.2,290,80,998.6,0,0.01,9,15.7,9.168,Spring
5/7/2024 7:00,15.7,,1.6,270,75,999,0,0.25,7,16.1,78.096,Spring
5/7/2024 8:00,17.3,,2.2,270,65,999.2,0.3,0.81,5,18.2,125.376,Spring
5/7/2024 9:00,17.6,,2,250,64,999.6,0,0.98,7,19.4,106.08,Spring
5/7/2024 10:00,17.7,,2.2,250,60,1000,0,0.93,8,18.9,78.144,Spring
5/7/2024 11:00,16.5,,2.8,90,75,1000.5,0,0.53,10,18.7,37.536,Spring
5/7/2024 12:00,14.2,0,2.7,70,80,1001.3,0,0.2,10,16.8,28.176,Spring
5/7/2024 13:00,13.4,0,3.4,50,82,1001.9,0,0.34,10,16.8,61.68,Spring
5/7/2024 14:00,13.5,0,3.4,50,76,1002.1,0,0.74,10,16.7,20.736,Spring
5/7/2024 15:00,13.3,0,2.9,50,76,1002.3,0,0.26,10,15.7,28.224,Spring
5/7/2024 16:00,13,0,3.1,50,75,1002.6,0,0.22,10,15,12.768,Spring
5/7/2024 17:00,12.1,0,2.6,290,84,1003,0,0.14,10,14.6,0,Spring
5/7/2024 18:00,11.9,0,2.7,290,86,1003.6,0,0.08,10,14.2,0,Spring
5/7/2024 19:00,11.9,0,2.8,340,85,1003.9,0,0.02,10,13.7,0,Spring
5/7/2024 20:00,11.5,0.4,2.3,50,90,1004.5,0,0,10,13.5,0,Spring
5/7/2024 21:00,11.3,0.9,2.2,360,93,1005.2,,,10,13.5,0,Spring
5/7/2024 22:00,11.5,0.1,3.9,50,90,1005.7,,,10,13.2,0,Spring
5/7/2024 23:00,11.4,0.2,3.1,50,89,1005.9,,,10,13.1,0,Spring
5/8/2024 0:00,11.2,0.1,2.9,50,89,1006,,,10,12.9,0,Spring
5/8/2024 1:00,11.2,0.1,2.3,70,89,1005.8,,,10,12.7,0,Spring
5/8/2024 2:00,10.8,0.5,2.8,340,92,1005.6,,,10,12.6,0,Spring
5/8/2024 3:00,10.5,0.9,3.1,90,93,1005.7,,,10,12.5,0,Spring
5/8/2024 4:00,10.5,0.2,3,270,91,1005.8,,,10,12.3,0,Spring
5/8/2024 5:00,10.5,0.5,3.7,270,89,1006,,,10,12,0,Spring
5/8/2024 6:00,10.4,0.1,3.7,320,87,1006.4,0,0,10,11.9,0,Spring
5/8/2024 7:00,10.9,0,3,290,83,1006.8,0,0.14,10,12.6,48.336,Spring
5/8/2024 8:00,12,,3.1,70,76,1007.1,0.1,0.56,7,14.3,153.12,Spring
5/8/2024 9:00,13.3,,3.6,70,64,1007.4,0.4,1.39,6,16.4,230.592,Spring
5/8/2024 10:00,14.1,,5,50,56,1007.8,0.5,1.7,7,18.8,281.856,Spring
5/8/2024 11:00,14,,3.2,50,59,1008.1,0.2,1.49,8,17.9,178.56,Spring
5/8/2024 12:00,14.1,,3,70,61,1008.3,0,1.04,9,18,129.84,Spring
5/8/2024 13:00,14.5,,3,90,57,1008,0.1,1.58,8,19.8,115.2,Spring
5/8/2024 14:00,13.8,0,2.7,50,64,1008.2,0,0.69,9,17.9,119.136,Spring
5/8/2024 15:00,12.9,0,3.2,50,69,1008.6,0,0.78,9,16.4,74.88,Spring
5/8/2024 16:00,12.6,0,2.7,70,78,1008.5,0,0.54,7,18,85.872,Spring
5/8/2024 17:00,13.4,,3.4,70,63,1008.1,0.8,1.8,3,18.3,65.472,Spring
5/8/2024 18:00,13.2,,3.4,50,62,1008.2,0.8,0.96,2,15.9,13.872,Spring
5/8/2024 19:00,12.2,,2,50,66,1008.4,0.6,0.32,0,13.6,0,Spring
5/8/2024 20:00,11.1,,1.5,20,73,1008.7,0,0.01,0,12,0,Spring
5/8/2024 21:00,10.4,,1.3,320,75,1009,,,0,11.1,0,Spring
5/8/2024 22:00,9.1,,1.2,340,83,1009.4,,,0,10.4,0,Spring
5/8/2024 23:00,8.8,,1.2,290,84,1009.3,,,0,9.9,0,Spring
5/9/2024 0:00,8.2,,1.2,320,87,1009.1,,,0,9.3,0,Spring
5/9/2024 1:00,7.8,,1.9,290,89,1008.9,,,0,8.9,0,Spring
5/9/2024 2:00,7.8,,1.3,270,91,1008.8,,,0,8.6,0,Spring
5/9/2024 3:00,7.3,,1.6,270,92,1008.9,,,0,8.3,0,Spring
5/9/2024 4:00,6.7,,0.5,50,93,1009,,,0,8,0,Spring
5/9/2024 5:00,6.3,,0,0,93,1009.3,,,0,7.6,0,Spring
5/9/2024 6:00,6.7,,0.1,0,96,1009.3,0.1,0.05,0,7.9,16.032,Spring
5/9/2024 7:00,9.4,,0.1,0,91,1009.6,1,0.52,0,9.3,74.784,Spring
5/9/2024 8:00,12.8,,1.4,110,75,1009.6,1,1.21,0,13.4,168.096,Spring
5/9/2024 9:00,14.9,,1.6,50,67,1009.2,1,1.94,0,20,248.928,Spring
5/9/2024 10:00,17.3,,1,160,59,1008.9,1,2.68,0,24.9,306.192,Spring
5/9/2024 11:00,19,,1.8,160,55,1008.6,1,3.17,0,28.2,348.768,Spring
5/9/2024 12:00,20.5,,1.5,160,52,1008,1,3.45,0,30.3,368.208,Spring
5/9/2024 13:00,19.8,,2.1,160,51,1007.5,1,3.47,0,30.6,356.784,Spring
5/9/2024 14:00,20,,2.3,160,52,1006.9,1,3.25,0,30.1,319.152,Spring
5/9/2024 15:00,20.6,,2.3,160,49,1006.2,1,2.84,0,29.1,261.024,Spring
5/9/2024 16:00,19.6,,3,110,58,1005.7,1,2.24,0,27.2,178.992,Spring
5/9/2024 17:00,19.6,,1.4,180,57,1005.3,1,1.58,0,25.3,80.832,Spring
5/9/2024 18:00,19.6,,1.1,110,58,1005.3,1,0.85,0,22.4,18.192,Spring
5/9/2024 19:00,18.4,,0.6,90,64,1005.8,0.5,0.24,3,19.3,0.144,Spring
5/9/2024 20:00,16.2,,1.5,290,77,1006.3,0,0,0,17.1,0,Spring
5/9/2024 21:00,16.9,,1.9,270,70,1007.2,,,0,15.8,0,Spring
5/9/2024 22:00,16.8,,3.1,270,64,1007.8,,,0,14.6,0,Spring
5/9/2024 23:00,17.1,,3.9,270,62,1007.9,,,0,14,0,Spring
5/10/2024 0:00,15.9,,4.4,290,67,1007.9,,,0,13.4,0,Spring
5/10/2024 1:00,16.3,,3,290,58,1007.8,,,0,12.9,0,Spring
5/10/2024 2:00,16.2,,4.3,290,60,1007.9,,,0,12.6,0,Spring
5/10/2024 3:00,15.6,,3.1,290,60,1007.7,,,0,12.3,0,Spring
5/10/2024 4:00,15,,3.6,290,58,1007.7,,,0,11.8,0,Spring
5/10/2024 5:00,15.5,,3.2,290,51,1007.8,,,0,11.4,0,Spring
5/10/2024 6:00,15,,1.7,290,47,1007.9,0,0.04,0,11.7,15.312,Spring
5/10/2024 7:00,16.2,,3.2,320,46,1008.3,0.9,0.46,0,12.7,68.16,Spring
5/10/2024 8:00,18.3,,1.7,320,45,1008.8,1,1.11,0,16.3,152.112,Spring
5/10/2024 9:00,20.8,,2.1,340,38,1008.7,1,1.85,0,21.9,227.52,Spring
5/10/2024 10:00,22.6,,1.8,290,36,1008.7,1,2.56,0,26.2,283.632,Spring
5/10/2024 11:00,24.3,,2,340,33,1008.5,1,3.1,0,30.4,321.216,Spring
5/10/2024 12:00,25.6,,2,140,34,1008,1,3.41,0,33,345.648,Spring
5/10/2024 13:00,24.8,,2.5,160,37,1007.5,1,3.47,0,33.5,336.624,Spring
5/10/2024 14:00,26,,1.8,200,39,1006.7,1,3.28,0,34.1,308.352,Spring
5/10/2024 15:00,27.3,,4.7,230,27,1006.1,1,2.87,0,30.6,259.584,Spring
5/10/2024 16:00,26.8,,4.5,200,31,1005.4,1,1.88,0,28.5,186.384,Spring
5/10/2024 17:00,25.3,,5.2,200,24,1005.5,1,1.5,0,25.5,89.04,Spring
5/10/2024 18:00,23.8,,5.5,200,23,1005.9,1,1,0,21.3,16.752,Spring
5/10/2024 19:00,22.1,,3.8,200,24,1006.5,0.6,0.28,0,18.1,0,Spring
5/10/2024 20:00,21.1,,5.1,200,25,1006.9,0,0.01,0,16.1,0,Spring
5/10/2024 21:00,19.7,,3.4,200,28,1007.5,,,0,15.1,0,Spring
5/10/2024 22:00,19,,3.4,230,29,1008.1,,,0,14.3,0,Spring
5/10/2024 23:00,18.4,,3.4,200,29,1007.9,,,0,13.6,0,Spring
5/11/2024 0:00,17.8,,2.6,200,36,1007.8,,,4,13.3,0,Spring
5/11/2024 1:00,17.7,,3.4,230,43,1007.2,,,5,13.2,0,Spring
5/11/2024 2:00,16.5,,2.5,230,44,1007,,,5,12.8,0,Spring
5/11/2024 3:00,15.6,,1.1,230,65,1006.9,,,0,12.7,0,Spring
5/11/2024 4:00,16.4,,3.2,230,69,1007,,,0,13.3,0,Spring
5/11/2024 5:00,16.3,,2.3,230,70,1006.7,,,0,13.3,0,Spring
5/11/2024 6:00,15.4,,0.4,0,77,1006.8,0.1,0.05,0,13,14.304,Spring
5/11/2024 7:00,18.4,,2.6,200,66,1007,1,0.57,3,15.1,75.744,Spring
5/11/2024 8:00,19.6,,5.6,200,67,1006.4,0.7,0.95,3,17.5,156,Spring
5/11/2024 9:00,21.4,,6.8,230,63,1005.9,0.7,1.63,4,22.6,83.952,Spring
5/11/2024 10:00,21.2,,6.9,230,64,1005.5,0.6,1.98,8,22.9,86.976,Spring
5/11/2024 11:00,21,,5.6,230,66,1005.4,0.3,1.52,9,22.2,195.552,Spring
5/11/2024 12:00,22.2,,6.2,230,58,1004.8,0.4,2.32,9,25.2,206.592,Spring
5/11/2024 13:00,22.5,,6,230,60,1004.1,0.2,1.66,9,25.2,135.168,Spring
5/11/2024 14:00,21.9,,4.2,200,65,1003.6,0,1.3,9,25,157.008,Spring
5/11/2024 15:00,22.3,,5.9,200,60,1003,0.4,1.82,8,25.2,150.96,Spring
5/11/2024 16:00,21.8,,5.7,200,65,1002.4,0,0.89,8,23,94.32,Spring
5/11/2024 17:00,21.4,,5.2,200,65,1002.1,0,0.6,8,22,47.088,Spring
5/11/2024 18:00,21.1,,4.9,200,66,1001.8,0.2,0.66,8,21.4,10.272,Spring
5/11/2024 19:00,20.6,,5.2,200,68,1001.6,0,0.1,9,19.7,0,Spring
5/11/2024 20:00,20.3,,4,200,69,1001.6,0,0,10,18.8,0,Spring
5/11/2024 21:00,20.5,,4.2,200,71,1001.7,,,10,18.8,0,Spring
5/11/2024 22:00,20.3,0,5.4,200,75,1001.6,,,10,18.8,0,Spring
5/11/2024 23:00,20.2,0,4.4,200,76,1001.2,,,10,18.7,0,Spring
5/12/2024 0:00,18.9,0,3.6,200,85,1000.8,,,10,18.6,0,Spring
5/12/2024 1:00,18.2,0.2,3.6,200,91,1000.3,,,10,18.4,0,Spring
5/12/2024 2:00,18,0,3.5,230,87,1000.3,,,10,18,0,Spring
5/12/2024 3:00,17.4,1.6,3,230,92,999.7,,,10,17.8,0,Spring
5/12/2024 4:00,17.2,3.1,1.9,200,94,999.6,,,10,17.8,0,Spring
5/12/2024 5:00,17.2,0.8,0.4,0,95,999.3,,,10,17.9,0,Spring
5/12/2024 6:00,17.3,0.4,0.6,230,95,998.9,0,0.01,10,18,0.672,Spring
5/12/2024 7:00,17.9,0,1.4,250,92,998.8,0,0.08,10,18.2,11.04,Spring
5/12/2024 8:00,18,0,0.1,0,94,999.2,0,0.24,10,19.5,23.52,Spring
5/12/2024 9:00,17.9,0,2.9,20,89,999.3,0,0.39,10,20.2,32.208,Spring
5/12/2024 10:00,17.2,,2.7,360,78,999,0,0.64,10,21.1,129.648,Spring
5/12/2024 11:00,19.1,,2.8,200,63,998.9,0,1.46,10,23.4,99.696,Spring
5/12/2024 12:00,21.1,,1.7,320,54,998.3,0.2,1.89,8,28.1,99.408,Spring
5/12/2024 13:00,22.8,,2.5,340,37,997.8,0.7,2.77,8,29.1,255.312,Spring
5/12/2024 14:00,23,,2.9,290,35,997.3,0.8,2.71,7,29.2,266.592,Spring
5/12/2024 15:00,22.5,,2.8,320,35,997,0.7,2.11,7,26.5,213.024,Spring
5/12/2024 16:00,22.3,,1.3,20,41,996.7,0.7,1.88,8,25.2,80.736,Spring
5/12/2024 17:00,22.3,,1,340,43,996.9,0,0.87,9,23.5,45.312,Spring
5/12/2024 18:00,21.2,,1.5,340,42,997.3,0,0.45,9,20.6,11.328,Spring
5/12/2024 19:00,19.9,,2.1,320,46,998,0,0.16,9,18.5,0,Spring
5/12/2024 20:00,18.7,,1.4,320,48,998.7,0,0,9,17,0,Spring
5/12/2024 21:00,17.5,,1.4,360,56,999.4,,,8,16.6,0,Spring
5/12/2024 22:00,16.8,,1.3,320,56,1000.4,,,7,15.5,0,Spring
5/12/2024 23:00,16.3,,2.1,50,52,1000.9,,,3,14.5,0,Spring
5/13/2024 0:00,15.6,,1.9,320,55,1001.3,,,1,13.6,0,Spring
5/13/2024 1:00,14.7,,1.4,290,57,1001.4,,,0,12.9,0,Spring
5/13/2024 2:00,13,,1,360,72,1001.8,,,0,12.4,0,Spring
5/13/2024 3:00,13.2,,2.2,320,71,1002,,,0,12.2,0,Spring
5/13/2024 4:00,12.9,,2.1,320,71,1002,,,0,11.8,0,Spring
5/13/2024 5:00,12.8,,2.2,340,72,1002.2,,,0,11.5,0,Spring
5/13/2024 6:00,12.9,,1.8,340,71,1002.8,0.2,0.05,0,11.6,15.456,Spring
